PMID;Title;Year;Organism;Product;Genes_and_modifications
26342337;Metabolic engineering of Klebsiella pneumoniae for the de novo production of 2-butanol as a potential biofuel.;2015;Klebsiella pneumoniae;Butanol;{'ldhA': 'Negative,Positive'}
26344106;De novo production of resveratrol from glucose or ethanol by engineered Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Resveratrol;{'ACC1': 'Positive', 'ARO4': 'Positive', 'ARO7': 'Positive'}
26345617;Modular pathway rewiring of Saccharomyces cerevisiae enables high-level production of L-ornithine.;2015;Saccharomyces cerevisiae;Ornithine;{'MPR': 'Other', 'ODC1': 'Positive'}
26346938;Pathway optimization by re-design of untranslated regions for L-tyrosine production in Escherichia coli.;2015;Escherichia coli;Amino acids;{'tyrR': 'Negative', 'ppsA': 'Other,Positive', 'aroG': 'Positive'}
26347006;Modular design of metabolic network for robust production of n-butanol from galactose-glucose mixtures.;2015;Clostridium acetobutylicum,Saccharomyces cerevisiae,Treponema denticola;Butanol;{'FDH1': 'Positive', 'pgm': 'Other', 'lpd': 'Positive', 'adhE': 'Negative', 'fdh1': 'Positive', 'ldhA': 'Negative', 'gal': 'Negative', 'galP': 'Other', 'galR': 'Negative', 'atoB': 'Positive', 'pta': 'Negative'}
26347730;Heterologous expression of Mus musculus immunoresponsive gene 1 (irg1) in Escherichia coli results in itaconate production.;2015;Escherichia coli;Itaconate2;{'pta': 'Negative', 'ldhA': 'Negative,Positive', 'gltA': 'Positive', 'cadA': 'Positive', 'acnA': 'Positive', 'mfsA': 'Positive'}
26350079;Production of C4 and C5 branched-chain alcohols by engineered Escherichia. coli.;2015;Escherichia coli;;
26351111;Engineering overexpression of ORCA3 and strictosidine glucosidase in Catharanthus roseus hairy roots increases alkaloid production.;2016;;Alkaloid;
26355149;Enhancing diterpenoid concentration in Salvia miltiorrhiza hairy roots through pathway engineering with maize C1 transcription factor.;2015;Agrobacterium rhizogenes;Lipids,Tanshiipp;
26356484;Rational Control of Polyketide Extender Units by Structure-Based Engineering of a Crotonyl-CoA Carboxylase/Reductase in Antimycin Biosynthesis.;2015;;Crotonylcoacarboxylase/;
26358294;Dissection and engineering of the Escherichia coli formate hydrogenlyase complex.;2015;Escherichia coli;Formate;{'hycG': 'Other'}
26359801;Production of Long-Chain α,ω-Dicarboxylic Acids by Engineered Escherichia coli from Renewable Fatty Acids and Plant Oils.;2015;Escherichia coli;Dicarboxylicacid;
26362413;Manipulating pyruvate to acetyl-CoA conversion in Escherichia coli for anaerobic succinate biosynthesis from glucose with the yield close to the stoichiometric maximum.;2015;Escherichia coli;Acetylcoa;{'PDH': 'Positive'}
26362984;Metabolic engineering of a novel muconic acid biosynthesis pathway via 4-hydroxybenzoic acid in Escherichia coli.;2015;Escherichia coli;Muconate;{'ptsH': 'Negative,Positive', 'catA': 'Positive', 'crr': 'Negative,Positive', 'aroE': 'Negative,Positive', 'ptsI': 'Negative,Positive', 'pykF': 'Negative,Positive', 'aroL': 'Positive', 'pobA': 'Positive', 'aroY': 'Positive', 'ubiC': 'Positive'}
26363018;Engineering of Corynebacterium glutamicum for growth and succinate production from levoglucosan, a pyrolytic sugar substrate.;2015;Corynebacterium glutamicum;Succinate;
26364199;Development of engineered Escherichia coli whole-cell biocatalysts for high-level conversion of L-lysine into cadaverine.;2015;Escherichia coli;Cadaverine2;
26364229;Enhanced production of recombinant Escherichia coli glutamate decarboxylase through optimization of induction strategy and addition of pyridoxine.;2015;Escherichia coli;Enzymes;
26365585;Metabolic and process engineering of Clostridium cellulovorans for biofuel production from cellulose.;2015;Clostridium cellulovorans;Other biofuels;{'adhe2': 'Other,Positive'}
26368397;Enhanced 2,3-Butanediol Production by Optimizing Fermentation Conditions and Engineering Klebsiella oxytoca M1 through Overexpression of Acetoin Reductase.;2015;Klebsiella oxytoca;Butanediol;{'budC': 'Other,Positive', 'AR': 'Other,Positive'}
26369437;Engineering the central biosynthetic and secondary metabolic pathways of Pseudomonas aeruginosa strain PA1201 to improve phenazine-1-carboxylic acid production.;2015;Pseudomonas aeruginosa;Phenazine1carboxylate;
26369438;Elimination of metabolic pathways to all traditional fermentation products increases ethanol yields in Clostridium thermocellum.;2015;Acetivibrio thermocellus;Acetate,Lactate,Formate;{'pflB': 'Negative', 'pta': 'Negative', 'hydG': 'Other,Negative', 'ldh': 'Other,Negative', 'pfl': 'Negative', 'pflA': 'Negative', 'ack': 'Negative', 'ech': 'Other,Negative', 'CBP': 'Positive', 'hpt': 'Negative'}
26369439;Engineering Methylobacterium extorquens for de novo synthesis of the sesquiterpenoid α-humulene from methanol.;2015;Saccharomyces cerevisiae,Myxococcus xanthus;Sesquiterpenoidalphahumulene;
26369666;The codon-optimized Δ(6)-desaturase gene of Pythium sp. as an empowering tool for engineering n3/n6 polyunsaturated fatty acid biosynthesis.;2015;Pythium sp;Fatty acids;
26369755;Transcriptomics-based strain optimization tool for designing secondary metabolite overproducing strains of Streptomyces coelicolor.;2016;Streptomyces coelicolor;Tsot;
26369810;Engineering E. coli-E. coli cocultures for production of muconic acid from glycerol.;2015;Escherichia coli;Muconate;{'aroZ': 'Positive', 'gIII': 'Positive', 'groEL': 'Positive', 'groES': 'Positive', 'shiA': 'Positive', 'aroY': 'Positive', 'aroE': 'Negative', 'grpE': 'Negative,Positive', 'dnaK': 'Negative,Positive', 'dnaJ': 'Negative,Positive', 'ydiB': 'Negative'}
26369947;Comprehensive Sequence-Flux Mapping of a Levoglucosan Utilization Pathway in E. coli.;2015;Escherichia coli;;
26369953;Growth-rate dependency of de novo resveratrol production in chemostat cultures of an engineered Saccharomyces cerevisiae strain.;2015;Saccharomyces cerevisiae;Resveratrol;{'SNQ2': 'Positive', 'ARO10': 'Negative'}
26370386;Enhancing isobutyric acid production from engineered Acidithiobacillus ferrooxidans cells via media optimization.;2016;Acidithiobacillus ferrooxidans;Isobutyrate;
26370507;Regulation of EPS production in Lactobacillus casei LC2W through metabolic engineering.;2015;Lacticaseibacillus casei;Exopolysaccharide;{'galT': 'Positive', 'rfbB': 'Positive', 'pfk': 'Positive'}
26376481;Ketocarotenoid Production in Soybean Seeds through Metabolic Engineering.;2015;Brevundimonas sp SD212,Pantoea ananatis;Ketocarotenoid;{'crtB': 'Other'}
26376732;Optimization of yeast-based production of medicinal protoberberine alkaloids.;2015;Saccharomyces cerevisiae;Protoberberinealkaloid;{'CPR': 'Positive', 'CAS': 'Other,Positive', 'TDH3': 'Positive', 'TEF1': 'Positive', 'HXT7': 'Negative', 'STOX': 'Positive', 'PEP4': 'Negative', 'CYC1': 'Positive'}
26376792;A Streptomyces coelicolor host for the heterologous expression of Type III polyketide synthase genes.;2015;Streptomyces coelicolor;;{'sco1206': 'Negative,Positive', 'sco7221': 'Other,Negative,Positive', 'sco7669': 'Negative', 'PKS': 'Negative,Positive', 'ermE': 'Positive', 'apr': 'Negative,Positive', 'rppA': 'Positive', 'aac': 'Positive', 'hyg': 'Negative'}
26376869;EasyClone 2.0: expanded toolkit of integrative vectors for stable gene expression in industrial Saccharomyces cerevisiae strains.;2015;Saccharomyces cerevisiae;Ethanol;{'cre': 'Positive'}
26377186;De novo production of six key grape aroma monoterpenes by a geraniol synthase-engineered S. cerevisiae wine strain.;2015;Saccharomyces cerevisiae;Grape;
26377568;Metabolic engineering of Escherichia coli into a versatile glycosylation platform: production of bio-active quercetin glycosides.;2015;Escherichia coli;Quercetinglycoside;{'rfb': 'Negative', 'agp': 'Negative', 'pgm': 'Negative', 'FLP': 'Positive', 'galE': 'Positive', 'ugpA': 'Positive', 'glgC': 'Negative', 'melA': 'Negative', 'ushA': 'Negative', 'pCX': 'Positive'}
26377681;Three-pathway combination for glutathione biosynthesis in Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Glutathionate1;{'gsh1': 'Other', 'gsh2': 'Other'}
26377817;An R2R3-MYB transcription factor regulates carotenoid pigmentation in Mimulus lewisii flowers.;2016;Agrobacterium tumefaciens;Carotenoids;{'MYB': 'Negative', 'reg': 'Positive', 'CHI': 'Other,Negative', 'CHS': 'Other', 'lar': 'Negative', 'CBP': 'Other', 'PSY': 'Other'}
26378013;In situ immobilized lipase on the surface of intracellular polyhydroxybutyrate granules: preparation, characterization, and its promising use for the synthesis of fatty acid alkyl esters.;2015;Escherichia coli,Photobacterium lipolyticum,Cupriavidus necator;Ester,Fatty acids;
26379632;Overproduction of the membrane-bound [NiFe]-hydrogenase in Thermococcus kodakarensis and its effect on hydrogen production.;2015;Thermococcus kodakarensis;Membraneboundnifehydrogenase;{'cut': 'Positive', 'POR': 'Positive', 'NdeI': 'Positive', 'mbhI': 'Negative', 'ACS': 'Positive', 'chiA': 'Positive', 'gdh': 'Positive', 'mbhJ': 'Negative', 'mbhL': 'Positive'}
26379770;Physiological roles of pyruvate ferredoxin oxidoreductase and pyruvate formate-lyase in Thermoanaerobacterium saccharolyticum JW/SL-YS485.;2015;Thermoanaerobacterium saccharolyticum;Ethanol;{'pfl': 'Negative,Positive', 'pta': 'Negative', 'erm': 'Negative', 'PFL': 'Positive'}
26379774;Increasing proline and myo-inositol improves tolerance of Saccharomyces cerevisiae to the mixture of multiple lignocellulose-derived inhibitors.;2015;Saccharomyces cerevisiae;Ethanol;{'INO1': 'Other,Negative,Positive', 'FAP': 'Negative,Positive', 'PRO1': 'Other,Negative,Positive', 'HXT7': 'Positive', 'INM2': 'Negative,Positive', 'SHM1': 'Negative', 'TEF1': 'Positive', 'LYS1': 'Negative', 'PRO2': 'Negative,Positive', 'URA3': 'Positive', 'GLY1': 'Negative', 'pcs': 'Positive', 'PIS1': 'Positive', 'AL': 'Negative'}
26379775;Metabolic engineering of Escherichia coli for production of (2S,3S)-butane-2,3-diol from glucose.;2015;Escherichia coli;Bdmeso23bd;{'BDH': 'Positive', 'budC': 'Positive', 'budB': 'Positive'}
26379776;A metabolomics-based strategy for identification of gene targets for phenotype improvement and its application to 1-butanol tolerance in Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Alcohol;{'met2': 'Positive', 'cit1': 'Negative,Positive', 'cit3': 'Negative', 'cit2': 'Negative', 'DAN': 'Other', 'aat2': 'Positive', 'CWP2': 'Other', 'cha1': 'Positive'}
26379778;High production of 2,3-butanediol from biodiesel-derived crude glycerol by metabolically engineered Klebsiella oxytoca M1.;2015;Klebsiella oxytoca;Butanediol;{'ldhA': 'Negative,Positive', 'pduC': 'Other,Negative,Positive', 'FLP': 'Negative,Positive', 'PDO': 'Negative,Positive'}
26379779;Engineering Yarrowia lipolytica to produce biodiesel from raw starch.;2015;Yarrowia lipolytica;Other biofuels;{'TGL4': 'Negative', 'TEF': 'Positive'}
26380410;[Succinic acid production from sucrose and sugarcane molasses by metabolically engineered Escherichia coli].;2015;Escherichia coli;Succinate;
26383129;Screening and Engineering the Synthetic Potential of Carboxylating Reductases from Central Metabolism and Polyketide Biosynthesis.;2015;Streptomyces sp JS360,Streptomyces sp 593,Escherichia coli,Streptomyces bottropensis,Streptomyces hygroscopicus,Paracoccus denitrificans,Streptomyces griseus,Salinispora tropica;Polyketide;
26384341;Metabolic engineering of the mixed-acid fermentation pathway of Escherichia coli for anaerobic production of glutamate and itaconate.;2015;Escherichia coli;Amino acids,Itaconate2;{'acnA': 'Positive', 'gltA': 'Positive', 'cadA': 'Positive', 'DE3': 'Positive'}
26384570;Introduction of a bacterial acetyl-CoA synthesis pathway improves lactic acid production in Saccharomyces cerevisiae.;2016;Saccharomyces cerevisiae;Lactate;{'GPD1': 'Negative', 'ADH1': 'Negative,Positive', 'PDC1': 'Negative', 'mhpF': 'Positive', 'CYB2': 'Negative', 'eutE': 'Positive', 'LDH': 'Positive'}
26384571;Metabolic engineering of Yarrowia lipolytica for itaconic acid production.;2015;Yarrowia lipolytica;Itaconate2;
26385696;Modulation of FadR binding capacity for acyl-CoA fatty acids through structure-guided mutagenesis.;2015;Escherichia coli;Other biofuels;{'GST': 'Other'}
26385762;Metabolic engineering of Bacillus subtilis to enhance the production of tetramethylpyrazine.;2015;Bacillus subtilis;Tetramethylpyrazine;{'bdhA': 'Negative', 'BS2': 'Other'}
26386051;Increasing anaerobic acetate consumption and ethanol yields in Saccharomyces cerevisiae with NADPH-specific alcohol dehydrogenase.;2015;Saccharomyces cerevisiae;Glycerol;{'GPD1': 'Negative,Positive', 'ZWF1': 'Positive', 'ACS2': 'Positive', 'ADH': 'Positive', 'GPD2': 'Negative,Positive'}
26388428;Disrupted short chain specific β-oxidation and improved synthase expression increase synthesis of short chain fatty acids in Saccharomyces cerevisiae.;2016;Saccharomyces cerevisiae;Fatty acids;{'PEX11': 'Negative', 'POX1': 'Negative', 'ANT1': 'Negative', 'FAA2': 'Negative'}
26388935;QuickStep-Cloning: a sequence-independent, ligation-free method for rapid construction of recombinant plasmids.;2015;Escherichia coli;Plasmid;
26392034;Reconstruction and analysis of a genome-scale metabolic network of Corynebacterium glutamicum S9114.;2016;Corynebacterium glutamicum;Amino acids;
26392137;Production of protocatechuic acid by Corynebacterium glutamicum expressing chorismate-pyruvate lyase from Escherichia coli.;2016;Corynebacterium glutamicum,Escherichia coli;Protocatechuate;{'CPL': 'Positive', 'ubiC': 'Positive'}
26392265;Catabolism of coniferyl aldehyde, ferulic acid and p-coumaric acid by Saccharomyces cerevisiae yields less toxic products.;2015;Saccharomyces cerevisiae;Phenolic;{'GPD1': 'Other'}
26392384;Metabolic engineering of the Stevia rebaudiana ent-kaurene biosynthetic pathway in recombinant Escherichia coli.;2015;Escherichia coli;Entin;{'IspA': 'Positive', 'DXS': 'Positive', 'GGPPS': 'Positive', 'IDI': 'Positive', 'ent': 'Positive'}
26393954;Modular pathway engineering of Corynebacterium glutamicum for production of the glutamate-derived compounds ornithine, proline, putrescine, citrulline, and arginine.;2015;Corynebacterium glutamicum;Amino acids;{'pgi': 'Positive'}
26393961;Identification and characterization of a novel 2,3-butanediol dehydrogenase/acetoin reductase from Corynebacterium crenatum SYPA5-5.;2015;Corynebacterium crenatum;Butanediol,Acetoin;
26394222;Metabolic Characteristics of a Glucose-Utilizing Shewanella oneidensis Strain Grown under Electrode-Respiring Conditions.;2015;Shewanella oneidensis;Lactate;{'ldhA': 'Other,Negative,Positive', 'galP': 'Positive', 'dld': 'Other,Negative,Positive', 'pykA': 'Positive', 'glk': 'Positive', 'eda': 'Positive'}
26400541;Designed biosynthesis of 25-methyl and 25-ethyl ivermectin with enhanced insecticidal activity by domain swap of avermectin polyketide synthase.;2015;Escherichia coli;Antibiotics;{'PKS': 'Other,Positive'}
26404833;Conversion of alcohols to enantiopure amines through dual-enzyme hydrogen-borrowing cascades.;2015;Bacillus sp,Aromatoleum sp,Lactobacillus sp;Amine;
26410449;Improved poly-γ-glutamic acid production in Bacillus amyloliquefaciens by modular pathway engineering.;2015;Bacillus amyloliquefaciens;Polygammaglutamate;{'epsA': 'Negative', 'rocG': 'Negative', 'glnA': 'Negative', 'luxS': 'Negative'}
26410451;Engineering of methionine chain elongation part of glucoraphanin pathway in E. coli.;2016;Escherichia coli;Glucoraphanin1;
26412334;Structural Basis for Specificity and Flexibility in a Plant 4-Coumarate:CoA Ligase.;2015;Alcaligenes sp 4,Glycine max,Pinus taeda,Escherichia coli;Entheogenicmethylenedioxymethamphetaminegimeno;{'4CL': 'Other', 'ala': 'Other'}
26413158;Insight into metabolic pathways of the potential biofuel producer, Paenibacillus polymyxa ICGEB2008.;2015;Paenibacillus polymyxa;Hydrolyticenzyme;
26413160;Generation of random mutants to improve light-use efficiency of Nannochloropsis gaditana cultures for biofuel production.;2015;Nannochloropsis gaditana;Other biofuels;
26413161;Combined cell-surface display- and secretion-based strategies for production of cellulosic ethanol with Saccharomyces cerevisiae.;2015;Saccharomyces cerevisiae;Ethanol;{'CBH': 'Other', 'SED1': 'Positive', 'cex': 'Other', 'CBHI': 'Negative,Positive', 'BGL1': 'Positive', 'CBM': 'Positive'}
26416399;Simulation and prediction of protein production in fed-batch E. coli cultures: An engineering approach.;2016;Escherichia coli;Proteins;{'LacI': 'Negative', 'mipB': 'Positive'}
26416585;Engineering of high yield production of L-serine in Escherichia coli.;2016;Escherichia coli;Amino acids;{'eamA': 'Positive'}
